,value
3408,9.824999999999951
3409,7.999999999999952
3410,6.362499999999952
3411,4.974999999999952
3412,4.037499999999952
3413,3.3499999999999517
3414,3.6624999999999517
3415,3.3374999999999515
3416,2.924999999999952
3417,2.987499999999952
3418,2.9749999999999517
3419,2.4374999999999516
3420,1.8499999999999517
3421,2.649999999999952
3422,3.6624999999999517
3423,4.949999999999952
3424,5.862499999999952
3425,6.5874999999999515
3426,8.599999999999952
3427,10.462499999999952
3428,12.124999999999952
3429,11.874999999999952
3430,10.874999999999952
3431,9.749999999999952
3432,8.949999999999951
3433,8.349999999999952
3434,6.574999999999951
3435,5.074999999999951
3436,3.762499999999951
3437,3.2249999999999512
3438,3.274999999999951
3439,3.212499999999951
3440,3.237499999999951
3441,3.249999999999951
3442,3.224999999999951
3443,3.399999999999951
3444,4.162499999999952
3445,5.262499999999951
3446,6.2749999999999515
3447,7.212499999999951
3448,8.44999999999995
3449,9.67499999999995
3450,10.812499999999948
3451,11.79999999999995
3452,11.874999999999948
3453,10.88749999999995
3454,9.862499999999951
3455,9.299999999999951
3456,8.024999999999952
3457,6.787499999999953
3458,5.812499999999953
3459,4.9749999999999535
3460,4.299999999999954
3461,4.212499999999954
3462,4.374999999999955
3463,4.037499999999954
3464,4.024999999999954
3465,3.9999999999999543
3466,3.8374999999999546
3467,3.6749999999999545
3468,3.512499999999954
3469,4.0999999999999535
3470,4.924999999999953
3471,6.174999999999953
3472,7.362499999999953
3473,8.699999999999953
3474,10.399999999999952
3475,12.074999999999951
3476,13.624999999999952
3477,14.08749999999995
3478,14.474999999999952
3479,14.212499999999952
3480,13.999999999999952
3481,13.699999999999951
3482,12.64999999999995
3483,11.63749999999995
3484,10.51249999999995
3485,9.38749999999995
3486,7.92499999999995
3487,6.82499999999995
3488,5.81249999999995
3489,4.799999999999951
3490,4.162499999999951
3491,3.662499999999951
3492,3.7999999999999505
3493,4.037499999999951
3494,4.37499999999995
3495,5.16249999999995
3496,6.61249999999995
3497,8.47499999999995
3498,10.337499999999949
3499,11.899999999999949
3500,12.57499999999995
3501,12.97499999999995
3502,13.749999999999948
3503,13.999999999999948
3504,13.437499999999948
3505,11.837499999999949
3506,9.99999999999995
3507,8.112499999999951
3508,6.97499999999995
3509,6.3874999999999496
3510,5.3249999999999496
3511,4.312499999999949
3512,3.462499999999949
3513,3.062499999999949
3514,2.949999999999949
3515,3.237499999999949
3516,3.837499999999949
3517,4.762499999999949
3518,6.224999999999949
3519,7.91249999999995
3520,9.762499999999951
3521,12.737499999999951
3522,14.887499999999951
3523,15.262499999999951
3524,15.487499999999951
3525,14.837499999999949
3526,14.11249999999995
3527,12.54999999999995
3528,10.737499999999947
3529,7.849999999999947
3530,5.724999999999948
3531,5.2499999999999485
3532,4.412499999999948
3533,4.162499999999948
3534,3.5624999999999485
3535,3.4624999999999484
3536,3.474999999999948
3537,3.399999999999948
3538,3.274999999999948
3539,3.4999999999999485
3540,3.8249999999999487
3541,4.3124999999999485
3542,5.449999999999948
3543,7.287499999999948
3544,8.787499999999948
3545,10.474999999999948
3546,12.062499999999948
3547,12.599999999999948
3548,14.48749999999995
3549,14.48749999999995
3550,13.61249999999995
3551,12.17499999999995
3552,11.212499999999949
3553,9.812499999999948
3554,8.312499999999948
3555,7.424999999999949
3556,5.174999999999949
3557,4.624999999999949
3558,4.374999999999949
3559,3.9624999999999493
3560,3.2499999999999494
3561,3.0874999999999493
3562,3.2499999999999494
3563,3.3124999999999494
3564,3.7999999999999496
3565,4.687499999999949
3566,5.39999999999995
3567,6.96249999999995
3568,8.83749999999995
3569,9.47499999999995
3570,9.74999999999995
3571,9.92499999999995
3572,10.33749999999995
3573,9.674999999999951
3574,9.224999999999952
3575,8.12499999999995
3576,7.199999999999951
3577,6.974999999999952
3578,6.724999999999952
3579,7.174999999999952
3580,5.874999999999952
3581,5.799999999999952
3582,5.412499999999952
3583,4.974999999999952
3584,4.187499999999952
3585,3.737499999999952
3586,3.5124999999999518
3587,2.8249999999999513
3588,3.374999999999951
3589,3.999999999999951
3590,4.762499999999951
3591,5.849999999999951
3592,7.162499999999951
3593,8.87499999999995
3594,10.76249999999995
3595,11.187499999999948
3596,11.087499999999947
3597,9.974999999999946
3598,9.799999999999946
3599,8.749999999999947
3600,7.699999999999947
3601,6.2374999999999465
3602,4.6124999999999465
3603,4.287499999999947
3604,4.262499999999947
3605,4.599999999999947
3606,4.124999999999948
3607,4.174999999999947
3608,3.812499999999947
3609,3.524999999999947
3610,3.324999999999947
3611,3.399999999999947
3612,3.6249999999999476
3613,4.062499999999948
3614,4.774999999999947
3615,6.562499999999948
3616,7.987499999999947
3617,8.487499999999947
3618,9.649999999999947
3619,10.199999999999948
3620,10.562499999999947
3621,10.587499999999947
3622,10.024999999999947
3623,8.499999999999947
3624,7.487499999999946
3625,7.149999999999945
3626,5.974999999999945
3627,5.287499999999945
3628,4.912499999999945
3629,4.487499999999945
3630,4.224999999999945
3631,3.9749999999999446
3632,3.749999999999944
3633,3.7124999999999444
3634,3.6249999999999445
3635,3.662499999999945
3636,3.4124999999999446
3637,3.687499999999945
3638,4.1624999999999455
3639,5.124999999999946
3640,6.124999999999947
3641,6.587499999999946
3642,7.199999999999946
3643,7.549999999999946
3644,8.124999999999947
3645,8.712499999999947
3646,9.024999999999947
3647,8.037499999999948
3648,7.137499999999948
3649,6.762499999999948
3650,6.174999999999947
3651,5.662499999999948
3652,5.149999999999948
3653,4.337499999999948
3654,3.5624999999999476
3655,3.4749999999999477
3656,3.2499999999999476
3657,2.9749999999999477
3658,2.8999999999999475
3659,2.8374999999999475
3660,2.7249999999999472
3661,2.6749999999999474
3662,2.7749999999999475
3663,3.1499999999999475
3664,3.6624999999999477
3665,4.587499999999948
3666,5.487499999999947
3667,5.974999999999947
3668,6.374999999999947
3669,6.912499999999946
3670,7.199999999999946
3671,6.874999999999946
3672,6.424999999999946
3673,5.237499999999946
3674,4.062499999999946
3675,3.699999999999946
3676,3.2999999999999465
3677,2.7999999999999465
3678,2.4249999999999465
3679,2.349999999999947
3680,2.2374999999999465
3681,2.5749999999999464
3682,2.9249999999999465
3683,3.2749999999999466
3684,4.249999999999947
3685,5.299999999999947
3686,6.037499999999947
3687,6.674999999999947
3688,8.187499999999947
3689,9.699999999999946
3690,10.887499999999946
3691,11.712499999999945
3692,11.062499999999945
3693,10.599999999999945
3694,9.849999999999945
3695,9.199999999999944
3696,7.799999999999944
3697,6.749999999999945
3698,5.624999999999945
3699,4.574999999999945
3700,4.2874999999999455
3701,3.5999999999999455
3702,3.5749999999999456
3703,3.5749999999999456
3704,3.4624999999999453
3705,2.8999999999999453
3706,3.0624999999999454
3707,3.0249999999999453
3708,3.2499999999999454
3709,3.6249999999999454
3710,4.387499999999945
3711,5.137499999999944
3712,6.312499999999944
3713,7.762499999999944
3714,9.212499999999945
3715,11.099999999999945
3716,12.337499999999945
3717,12.837499999999945
3718,12.387499999999946
3719,12.187499999999945
3720,11.487499999999946
3721,10.299999999999946
3722,8.599999999999945
3723,6.737499999999944
3724,5.299999999999944
3725,4.437499999999944
3726,4.262499999999943
3727,3.799999999999943
3728,3.3749999999999427
3729,3.287499999999943
3730,3.5249999999999426
3731,4.787499999999942
3732,6.099999999999941
3733,7.924999999999941
3734,10.112499999999942
3735,12.462499999999942
3736,15.149999999999942
3737,17.12499999999994
3738,18.26249999999994
3739,17.88749999999994
3740,17.52499999999994
3741,16.537499999999945
3742,15.362499999999946
3743,13.399999999999947
3744,11.212499999999947
3745,9.349999999999948
3746,8.124999999999948
3747,7.024999999999949
3748,6.174999999999949
3749,5.399999999999949
3750,4.324999999999949
3751,3.5124999999999487
3752,2.9624999999999484
3753,2.4374999999999485
3754,2.262499999999948
3755,2.5499999999999483
3756,2.7999999999999483
3757,3.649999999999948
3758,4.712499999999949
3759,6.349999999999949
3760,7.312499999999949
3761,9.024999999999949
3762,10.912499999999948
3763,12.087499999999947
3764,12.999999999999947
3765,12.874999999999947
3766,12.537499999999946
3767,12.212499999999947
3768,11.862499999999947
3769,10.887499999999948
3770,9.187499999999948
3771,7.937499999999948
3772,6.912499999999948
3773,6.262499999999949
3774,5.4999999999999485
3775,4.524999999999949
3776,4.4499999999999496
3777,4.46249999999995
3778,4.68749999999995
3779,4.69999999999995
3780,4.72499999999995
3781,5.187499999999949
3782,5.812499999999949
3783,6.5124999999999496
3784,7.212499999999949
3785,6.462499999999949
3786,6.549999999999948
3787,7.3749999999999485
3788,8.54999999999995
3789,9.099999999999948
3790,9.149999999999949
3791,9.48749999999995
3792,8.69999999999995
3793,9.26249999999995
3794,8.98749999999995
3795,8.09999999999995
3796,6.674999999999949
3797,5.47499999999995
3798,4.76249999999995
3799,3.724999999999951
3800,3.1874999999999507
3801,3.162499999999951
3802,3.087499999999951
3803,3.4249999999999514
3804,3.7999999999999514
3805,5.262499999999951
3806,5.662499999999951
3807,5.724999999999951
3808,6.18749999999995
3809,6.537499999999951
3810,7.562499999999951
3811,8.22499999999995
3812,8.362499999999951
3813,7.612499999999952
3814,7.424999999999952
3815,7.5874999999999515
3816,7.349999999999953
3817,7.037499999999953
3818,5.974999999999952
3819,5.199999999999951
3820,4.787499999999952
3821,4.3374999999999515
3822,4.2124999999999515
3823,4.074999999999951
3824,3.9124999999999517
3825,3.3374999999999515
3826,3.1999999999999513
3827,2.9874999999999514
3828,3.937499999999951
3829,5.687499999999952
3830,7.662499999999953
3831,8.549999999999951
3832,9.799999999999951
3833,11.24999999999995
3834,11.84999999999995
3835,12.049999999999951
3836,12.27499999999995
3837,11.14999999999995
3838,9.56249999999995
3839,9.43749999999995
3840,8.42499999999995
3841,7.64999999999995
3842,7.1999999999999496
3843,6.8874999999999496
3844,5.53749999999995
3845,4.6999999999999496
3846,4.237499999999949
3847,3.424999999999949
3848,3.287499999999949
3849,2.8874999999999487
3850,3.037499999999949
3851,3.574999999999949
3852,3.237499999999949
3853,4.374999999999949
3854,5.5124999999999496
3855,6.674999999999949
3856,8.01249999999995
3857,9.999999999999948
3858,11.79999999999995
3859,12.724999999999948
3860,14.249999999999948
3861,13.312499999999948
3862,11.824999999999948
3863,10.699999999999948
3864,9.537499999999948
3865,7.662499999999947
3866,6.012499999999948
3867,5.449999999999948
3868,4.9374999999999485
3869,5.274999999999948
3870,5.824999999999948
3871,6.174999999999948
3872,6.512499999999949
3873,6.737499999999948
3874,6.3124999999999485
3875,5.449999999999949
3876,5.012499999999949
3877,4.924999999999949
3878,5.312499999999949
3879,5.662499999999949
3880,5.824999999999949
3881,5.974999999999949
3882,6.762499999999949
3883,7.299999999999948
3884,7.849999999999947
3885,8.412499999999946
3886,8.224999999999946
3887,7.4249999999999465
3888,6.6749999999999465
3889,6.249999999999947
3890,5.487499999999947
3891,4.849999999999947
3892,4.099999999999947
3893,3.062499999999947
3894,2.524999999999947
3895,2.837499999999947
3896,2.9124999999999472
3897,2.9499999999999473
3898,2.937499999999947
3899,2.9249999999999474
3900,3.6749999999999474
3901,4.824999999999948
3902,5.499999999999948
3903,6.299999999999947
3904,7.312499999999948
3905,8.337499999999947
3906,9.012499999999948
3907,9.574999999999948
3908,9.412499999999948
3909,8.67499999999995
3910,8.42499999999995
3911,7.687499999999949
3912,6.762499999999949
3913,5.924999999999949
3914,5.5124999999999496
3915,5.18749999999995
3916,4.61249999999995
3917,4.23749999999995
3918,3.9999999999999503
3919,3.8249999999999504
3920,3.71249999999995
3921,3.47499999999995
3922,3.2749999999999497
3923,3.0499999999999496
3924,3.1374999999999496
3925,3.31249999999995
3926,3.5499999999999496
3927,3.5749999999999496
3928,3.81249999999995
3929,4.16249999999995
3930,4.52499999999995
3931,4.74999999999995
3932,4.94999999999995
3933,5.06249999999995
3934,5.01249999999995
3935,4.862499999999951
3936,4.674999999999951
3937,4.287499999999951
3938,4.024999999999951
3939,3.9874999999999505
3940,3.724999999999951
3941,3.474999999999951
3942,3.174999999999951
3943,3.174999999999951
3944,2.999999999999951
3945,3.187499999999951
3946,3.5999999999999512
3947,3.862499999999952
3948,4.287499999999953
3949,5.399999999999952
3950,5.999999999999953
3951,7.362499999999953
3952,8.299999999999953
3953,9.762499999999953
3954,10.712499999999954
3955,11.687499999999954
3956,11.524999999999954
3957,10.524999999999954
3958,9.999999999999956
3959,8.612499999999956
3960,7.737499999999956
3961,6.199999999999957
3962,4.787499999999957
3963,3.5249999999999573
3964,3.287499999999957
3965,3.174999999999957
3966,3.049999999999957
3967,2.9624999999999573
3968,2.9624999999999573
3969,3.0249999999999573
3970,2.9874999999999576
3971,3.0374999999999575
3972,3.2874999999999575
3973,4.1374999999999575
3974,3.8999999999999577
3975,5.162499999999957
3976,5.587499999999958
3977,5.712499999999958
3978,6.187499999999957
3979,6.5124999999999575
3980,6.674999999999957
3981,6.099999999999957
3982,6.099999999999957
3983,4.974999999999957
3984,4.549999999999956
3985,4.399999999999956
3986,3.9249999999999563
3987,3.437499999999956
3988,2.999999999999956
3989,2.6749999999999563
3990,2.974999999999956
3991,2.899999999999956
3992,2.8499999999999557
3993,2.674999999999956
3994,2.7249999999999557
3995,2.8624999999999554
3996,3.3374999999999555
3997,4.049999999999955
3998,5.474999999999956
3999,6.624999999999956
4000,7.424999999999955
4001,8.162499999999955
4002,8.424999999999955
4003,8.937499999999954
4004,8.824999999999955
4005,8.362499999999955
4006,7.037499999999955
4007,5.999999999999956
4008,5.374999999999956
4009,4.937499999999956
4010,4.687499999999956
4011,4.062499999999956
4012,3.612499999999956
4013,3.412499999999956
4014,3.3374999999999564
4015,3.162499999999956
4016,2.974999999999956
4017,2.6749999999999563
4018,2.574999999999956
4019,2.624999999999956
4020,3.1374999999999558
4021,3.524999999999956
4022,3.5999999999999557
4023,4.037499999999955
4024,4.299999999999955
4025,5.262499999999956
4026,7.224999999999956
4027,8.724999999999955
4028,8.637499999999955
4029,8.274999999999956
4030,8.324999999999955
4031,9.562499999999954
4032,10.124999999999954
4033,9.499999999999954
4034,7.624999999999954
4035,6.012499999999954
4036,5.662499999999954
4037,5.512499999999954
4038,5.462499999999954
4039,3.8624999999999536
4040,3.199999999999954
4041,3.1499999999999537
4042,2.999999999999954
4043,3.137499999999954
4044,3.424999999999954
4045,3.699999999999954
4046,3.799999999999954
4047,3.449999999999954
4048,2.999999999999954
4049,2.449999999999954
4050,2.162499999999954
4051,1.712499999999954
4052,1.024999999999954
4053,0.4999999999999539
4054,0.0
4055,0.0
4056,0.0
4057,0.0
4058,0.0
4059,0.0
4060,0.0
4061,0.0
4062,0.0
4063,0.0
4064,0.0
4065,0.0
4066,0.0
4067,0.7249999999999539
4068,1.6874999999999538
4069,2.7749999999999537
4070,3.4624999999999537
4071,4.562499999999954
4072,6.237499999999954
4073,8.212499999999954
4074,10.262499999999953
4075,10.749999999999954
4076,10.537499999999953
4077,9.449999999999953
4078,8.762499999999953
4079,7.6624999999999535
4080,5.987499999999954
4081,4.012499999999953
4082,1.9624999999999533
4083,0.7499999999999534
4084,0.0
4085,0.0
4086,0.0
4087,0.0
4088,0.0
4089,0.0
4090,0.41249999999995335
4091,0.9374999999999534
4092,1.4749999999999535
4093,2.3124999999999534
4094,2.3124999999999534
4095,2.3124999999999534
4096,2.3124999999999534
4097,2.3124999999999534
4098,1.8999999999999533
4099,1.3749999999999534
4100,0.8374999999999534
4101,0.0
4102,0.0
4103,0.0
4104,0.0
4105,0.0
4106,0.0
4107,0.0
4108,0.0
4109,0.0
4110,0.0
4111,0.0
4112,0.0
4113,0.0
4114,0.0
4115,0.0
4116,0.0
4117,0.0
4118,0.0
4119,0.0
4120,0.0
4121,0.0
4122,0.0
4123,0.0
4124,0.0
4125,0.0
4126,0.0
4127,0.0
4128,0.0
4129,0.0
4130,0.0
4131,0.0
4132,0.0
4133,0.0
4134,0.0
4135,0.0
4136,0.0
4137,0.0
4138,0.0
4139,0.0
4140,0.0
4141,0.0
4142,0.0
4143,0.0
4144,0.0
4145,0.0
4146,0.0
4147,0.0
4148,0.0
4149,0.0
4150,0.0
4151,0.0
4152,0.0
4153,0.0
4154,0.0
4155,0.0
4156,0.0
4157,0.0
4158,0.0
4159,0.0
4160,0.0
4161,0.0
4162,0.0
4163,0.0
4164,0.0
4165,0.0
4166,0.0
4167,0.0
4168,0.0
4169,0.0
4170,0.0
4171,0.0
4172,0.0
4173,0.0
4174,0.0
4175,0.0
4176,0.0
4177,0.0
4178,0.0
4179,0.0
4180,0.0
4181,0.0
4182,0.0
4183,0.0
4184,0.0
4185,0.0
4186,0.0
4187,0.0
4188,0.0
4189,0.0
4190,0.0
4191,0.0
4192,0.0
4193,0.0
4194,0.0
4195,0.0
4196,0.0
4197,0.0
4198,0.0
4199,0.0
4200,0.0
4201,0.0
4202,0.0
4203,0.0
4204,0.0
4205,0.0
4206,0.0
4207,0.0
4208,0.0
4209,0.0
4210,0.0
4211,0.0
4212,0.0
4213,0.0
4214,0.0
4215,0.0
4216,0.0
4217,0.0
4218,0.0
4219,0.0
4220,0.0
4221,0.0
4222,0.0
4223,0.0
4224,0.0
4225,0.0
4226,0.0
4227,0.0
4228,0.0
4229,0.0
4230,0.0
4231,0.0
4232,0.0
4233,0.0
4234,0.0
4235,0.0
4236,0.0
4237,0.0
4238,0.0
4239,0.0
4240,0.0
4241,0.0
4242,0.0
4243,0.0
4244,0.0
4245,0.0
4246,0.0
4247,0.0
4248,0.0
4249,0.0
4250,0.0
4251,0.0
4252,0.0
4253,0.0
4254,0.0
4255,0.0
4256,0.0
4257,0.0
4258,0.0
4259,0.0
4260,0.0
4261,0.0
4262,0.0
4263,0.0
4264,0.0
4265,0.0
4266,0.0
4267,0.0
4268,0.0
4269,0.0
4270,0.0
4271,0.0
4272,0.0
4273,0.0
4274,0.0
4275,0.0
4276,0.0
4277,0.0
4278,0.0
4279,0.0
4280,0.4624999999999534
4281,0.7999999999999534
4282,1.4624999999999533
4283,1.9749999999999532
4284,3.2749999999999533
4285,4.124999999999953
4286,5.074999999999953
4287,5.7874999999999535
4288,6.574999999999953
4289,8.249999999999952
4290,8.974999999999952
4291,9.137499999999953
4292,8.487499999999953
4293,8.174999999999953
4294,7.837499999999953
4295,7.824999999999953
4296,6.987499999999953
4297,5.874999999999953
4298,5.012499999999953
4299,4.762499999999953
4300,4.587499999999952
4301,4.374999999999953
4302,4.0999999999999535
4303,3.874999999999953
4304,3.799999999999953
4305,3.287499999999953
4306,3.3749999999999534
4307,3.7124999999999533
4308,4.1624999999999535
4309,4.674999999999954
4310,5.2249999999999535
4311,5.674999999999954
4312,6.174999999999954
4313,6.7874999999999535
4314,6.174999999999954
4315,7.699999999999954
4316,9.362499999999953
4317,9.974999999999952
4318,10.112499999999953
4319,10.212499999999952
4320,9.749999999999952
4321,9.262499999999951
4322,9.887499999999951
4323,8.374999999999952
4324,6.387499999999951
4325,5.612499999999951
4326,4.912499999999952
4327,4.237499999999951
4328,4.187499999999951
4329,4.012499999999951
4330,3.8499999999999517
4331,3.0749999999999518
4332,3.2499999999999516
4333,3.4749999999999517
4334,3.874999999999951
4335,4.624999999999952
4336,5.737499999999952
4337,6.124999999999951
4338,6.699999999999951
4339,7.199999999999951
4340,7.31249999999995
4341,7.28749999999995
4342,6.94999999999995
4343,6.549999999999951
4344,5.512499999999951
4345,5.262499999999951
4346,4.787499999999952
4347,4.787499999999952
4348,4.887499999999951
4349,4.549999999999951
4350,4.537499999999951
4351,4.274999999999951
4352,4.29999999999995
4353,4.07499999999995
4354,3.7749999999999506
4355,3.7624999999999504
4356,3.6499999999999506
4357,4.174999999999951
4358,4.612499999999951
4359,5.187499999999951
4360,6.174999999999952
4361,7.199999999999951
4362,8.424999999999953
4363,8.962499999999952
4364,8.449999999999953
4365,7.874999999999954
4366,7.524999999999954
4367,6.862499999999954
4368,5.874999999999954
4369,5.0499999999999545
4370,3.9249999999999545
4371,3.2124999999999546
4372,3.224999999999955
4373,3.087499999999955
4374,2.899999999999955
4375,2.799999999999955
4376,2.687499999999955
4377,2.524999999999955
4378,2.462499999999955
4379,2.612499999999955
4380,2.762499999999955
4381,3.549999999999955
4382,4.1124999999999545
4383,5.012499999999955
4384,6.312499999999955
4385,7.687499999999956
4386,8.837499999999954
4387,9.487499999999955
4388,9.437499999999954
4389,9.062499999999954
4390,9.037499999999953
4391,8.274999999999952
4392,7.537499999999953
4393,6.4749999999999535
4394,5.6624999999999535
4395,4.9749999999999535
4396,5.024999999999954
4397,4.624999999999954
4398,4.212499999999954
4399,4.187499999999954
4400,3.5999999999999535
4401,3.3249999999999535
4402,3.4249999999999536
4403,3.6124999999999536
4404,3.799999999999954
4405,4.2374999999999545
4406,4.699999999999954
4407,4.337499999999954
4408,5.149999999999954
4409,6.587499999999954
4410,7.424999999999954
4411,8.537499999999953
4412,9.249999999999954
4413,9.312499999999954
4414,9.049999999999953
4415,9.649999999999952
4416,8.549999999999953
4417,7.187499999999953
4418,6.062499999999953
4419,4.337499999999952
4420,2.9124999999999526
4421,2.0499999999999527
4422,1.4499999999999527
4423,0.8499999999999527
4424,0.8499999999999527
4425,0.44999999999995266
4426,0.0
4427,0.0
4428,0.0
4429,0.0
4430,0.0
4431,0.0
4432,0.0
4433,0.0
4434,0.0
4435,0.0
4436,0.0
4437,0.0
4438,0.0
4439,0.0
4440,0.0
4441,0.0
4442,0.0
4443,0.0
4444,0.0
4445,0.0
4446,0.0
4447,0.0
4448,0.0
4449,0.0
4450,0.0
4451,0.0
4452,0.0
4453,0.0
4454,0.0
4455,0.0
4456,0.0
4457,0.0
4458,0.0
4459,0.0
4460,0.0
4461,0.0
4462,0.0
4463,0.0
4464,0.0
4465,0.0
4466,0.0
4467,0.0
4468,0.0
4469,0.0
4470,0.0
4471,0.0
4472,0.0
4473,0.0
4474,0.0
4475,0.0
4476,0.0
4477,0.0
4478,0.0
4479,0.0
4480,0.0
4481,0.0
4482,0.0
4483,0.0
4484,0.0
4485,0.0
4486,0.0
4487,0.0
4488,0.0
4489,0.0
4490,0.0
4491,0.0
4492,0.0
4493,0.0
4494,0.0
4495,0.0
4496,0.0
4497,0.0
4498,0.0
4499,0.0
4500,0.0
4501,0.0
4502,0.0
4503,0.0
4504,0.0
4505,0.0
4506,0.0
4507,0.0
4508,0.0
4509,0.0
4510,0.0
4511,0.0
4512,0.0
4513,0.0
4514,0.0
4515,0.0
4516,0.0
4517,0.0
4518,0.0
4519,0.0
4520,0.0
4521,0.0
4522,0.0
4523,0.0
4524,0.0
4525,0.0
4526,0.0
4527,0.0
4528,0.0
4529,0.0
4530,0.0
4531,0.0
4532,0.0
4533,0.0
4534,0.0
4535,0.0
4536,0.0
4537,0.0
4538,0.0
4539,0.0
4540,0.0
4541,0.0
4542,0.0
4543,0.0
4544,0.0
4545,0.0
4546,0.0
4547,0.0
4548,0.0
4549,0.0
4550,0.0
4551,0.0
4552,0.0
4553,0.0
4554,0.0
4555,0.0
4556,0.0
4557,0.0
4558,0.0
4559,0.0
4560,0.0
4561,0.0
4562,0.0
4563,0.0
4564,0.0
4565,0.0
4566,0.0
4567,0.0
4568,0.0
4569,0.0
4570,0.0
4571,0.0
4572,0.0
4573,0.0
4574,0.0
4575,0.0
4576,0.0
4577,0.0
4578,0.0
4579,0.0
4580,0.0
4581,0.0
4582,0.0
4583,0.0
4584,0.0
4585,0.0
4586,0.0
4587,0.0
4588,0.0
4589,0.0
4590,0.0
4591,0.0
4592,0.0
4593,0.0
4594,1.4374999999999527
4595,3.874999999999953
4596,6.137499999999953
4597,8.299999999999953
4598,10.374999999999954
4599,12.137499999999953
4600,14.137499999999953
4601,16.674999999999955
4602,17.299999999999955
4603,16.962499999999956
4604,16.212499999999956
4605,14.912499999999957
4606,13.574999999999957
4607,12.574999999999957
4608,10.574999999999957
4609,8.824999999999957
4610,7.249999999999957
4611,5.474999999999957
4612,4.287499999999957
4613,3.849999999999957
4614,3.4499999999999575
4615,3.037499999999958
4616,3.574999999999958
4617,3.112499999999958
4618,2.987499999999958
4619,3.0874999999999577
4620,3.6749999999999576
4621,4.499999999999958
4622,5.274999999999958
4623,6.262499999999958
4624,7.399999999999959
4625,9.21249999999996
4626,11.174999999999958
4627,12.899999999999958
4628,13.99999999999996
4629,14.17499999999996
4630,13.699999999999958
4631,12.862499999999958
4632,11.637499999999957
4633,9.887499999999957
4634,7.8749999999999565
4635,6.062499999999956
4636,4.537499999999955
4637,3.4499999999999558
4638,3.1249999999999556
4639,3.0624999999999556
4640,2.9749999999999552
4641,2.924999999999955
4642,3.049999999999955
4643,3.462499999999955
4644,3.7874999999999552
4645,4.274999999999955
4646,4.737499999999955
4647,4.299999999999955
4648,5.049999999999955
4649,6.1749999999999545
4650,7.7374999999999545
4651,8.487499999999955
4652,7.6749999999999545
4653,7.824999999999954
4654,7.049999999999954
4655,7.049999999999954
4656,5.937499999999954
4657,4.4749999999999535
4658,2.4749999999999535
4659,0.9749999999999535
4660,0.9749999999999535
4661,0.0
4662,0.0
4663,0.0
4664,0.0
4665,0.0
4666,0.0
4667,0.0
4668,0.0
4669,0.0
4670,0.0
4671,0.0
4672,0.0
4673,0.0
4674,0.0
4675,0.0
4676,0.0
4677,0.0
4678,0.0
4679,0.0
4680,0.0
4681,0.0
4682,0.0
4683,0.0
4684,0.0
4685,0.0
4686,0.0
4687,0.0
4688,0.0
4689,0.0
4690,0.0
4691,0.0
4692,0.0
4693,0.0
4694,0.0
4695,0.0
4696,0.0
4697,0.0
4698,0.0
4699,0.0
4700,0.0
4701,0.0
4702,0.0
4703,0.0
4704,0.0
4705,0.0
4706,0.0
4707,0.0
4708,0.0
4709,0.0
4710,0.0
4711,0.0
4712,0.0
4713,0.0
4714,0.0
4715,0.0
4716,0.0
4717,0.0
4718,0.0
4719,0.0
4720,0.0
4721,0.0
4722,0.0
4723,0.0
4724,0.0
4725,0.0
4726,0.0
4727,0.0
4728,0.0
4729,0.0
4730,0.0
4731,0.0
4732,0.0
4733,0.0
4734,0.0
4735,0.0
4736,0.0
4737,0.3749999999999535
4738,0.8499999999999535
4739,1.4874999999999534
4740,2.3124999999999534
4741,3.0624999999999534
4742,4.424999999999954
4743,6.737499999999954
4744,8.137499999999953
4745,8.949999999999953
4746,9.599999999999953
4747,9.674999999999955
4748,9.362499999999955
4749,9.912499999999955
4750,9.299999999999955
4751,7.6124999999999545
4752,6.812499999999954
4753,6.074999999999954
4754,5.449999999999954
4755,4.987499999999954
4756,4.9749999999999535
4757,4.0374999999999535
4758,3.6499999999999533
4759,3.4124999999999535
4760,3.424999999999953
4761,3.349999999999953
4762,3.299999999999953
4763,3.8624999999999527
4764,4.074999999999953
4765,4.4749999999999535
4766,4.8499999999999535
4767,5.749999999999953
4768,6.962499999999953
4769,8.174999999999953
4770,8.912499999999953
4771,9.524999999999954
4772,10.187499999999954
4773,9.999999999999954
4774,9.787499999999953
4775,9.049999999999955
4776,7.687499999999955
4777,6.5999999999999535
4778,5.712499999999953
4779,4.2874999999999535
4780,3.2124999999999533
4781,2.8999999999999533
4782,2.8749999999999534
4783,2.8374999999999533
4784,2.737499999999953
4785,2.537499999999953
4786,2.6874999999999534
4787,3.0249999999999533
4788,3.2374999999999536
4789,3.7874999999999535
4790,3.8374999999999533
4791,4.012499999999953
4792,3.6499999999999533
4793,4.812499999999953
4794,5.749999999999953
4795,6.474999999999953
4796,6.974999999999953
4797,6.737499999999953
4798,6.712499999999953
4799,6.399999999999953
4800,6.712499999999953
4801,5.649999999999954
4802,4.574999999999954
4803,3.8624999999999536
4804,3.199999999999953
4805,3.0874999999999533
4806,2.9374999999999534
4807,2.9374999999999534
4808,3.049999999999953
4809,3.049999999999953
4810,3.237499999999953
4811,3.374999999999953
4812,3.624999999999953
4813,3.962499999999953
4814,4.399999999999952
4815,5.124999999999952
4816,5.962499999999952
4817,6.787499999999952
4818,7.687499999999952
